expense_id,trip_id,asset_id,expense_date,expense_category,expense_type,description,amount_usd,country,city,payment_method,vendor_name,receipt_number,reimbursement_status,approved_by
EXP-04158,TRP-2698,AST-080,2024-06-03,Fuel,Operational,Diesel fuel for Ruhengeri-Cyangugu trip,100.01,Rwanda,Ruhengeri,Company Card,Shell Rwanda,RCT-86361,Approved,Operations Manager
EXP-04159,TRP-2699,AST-049,2024-11-17,Fuel,Operational,Diesel fuel for Mombasa-Kisumu trip,54.91,Kenya,Mombasa,Company Card,Total Kenya,RCT-64710,Approved,Finance Manager
EXP-04160,TRP-2699,AST-049,2024-11-17,Tolls,Operational,Highway toll charges,16.16,Kenya,Mombasa,Cash,Highway Authority,TOLL-2405,Approved,Finance Manager
EXP-04161,TRP-2700,AST-044,2024-05-12,Fuel,Operational,Diesel fuel for Gulu-Gulu trip,23.8,Uganda,Gulu,Cash,Kobil Uganda,RCT-91675,Approved,Finance Manager
EXP-04162,TRP-2701,AST-085,2024-05-16,Fuel,Operational,Diesel fuel for Dar es Salaam-Arusha trip,68.32,Tanzania,Dar es Salaam,Cash,Total Tanzania,RCT-19549,Approved,Finance Manager
EXP-04163,TRP-2702,AST-003,2024-09-08,Fuel,Operational,Diesel fuel for Mombasa-Ruhengeri trip,112.83,Kenya,Mombasa,Cash,Puma Energy Kenya,RCT-17791,Approved,Operations Manager
EXP-04164,TRP-2702,AST-003,2024-09-08,Tolls,Operational,Highway toll charges,22.29,Kenya,Mombasa,Cash,Highway Authority,TOLL-5788,Approved,Finance Manager
EXP-04165,TRP-2702,AST-003,2024-09-08,Border Fees,Operational,Kenya-Rwanda border crossing fees,53.0,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-2140,Approved,Operations Manager
EXP-04166,TRP-2703,AST-014,2024-11-12,Fuel,Operational,Diesel fuel for Mekele-Bahir Dar trip,175.17,Ethiopia,Mekele,Company Card,Kobil Ethiopia,RCT-95524,Approved,Operations Manager
EXP-04167,TRP-2704,AST-040,2024-07-18,Fuel,Operational,Diesel fuel for Nairobi-Nairobi trip,19.81,Kenya,Nairobi,Company Card,Kobil Kenya,RCT-68478,Approved,Operations Manager
EXP-04168,TRP-2704,AST-040,2024-07-18,Tolls,Operational,Highway toll charges,12.75,Kenya,Nairobi,Cash,Highway Authority,TOLL-2152,Approved,Finance Manager
EXP-04169,TRP-2705,AST-109,2024-10-14,Fuel,Operational,Diesel fuel for Nakuru-Mekele trip,287.65,Kenya,Nakuru,Cash,Total Kenya,RCT-64566,Approved,Finance Manager
EXP-04170,TRP-2705,AST-109,2024-10-14,Border Fees,Operational,Kenya-Ethiopia border crossing fees,76.56,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-4853,Approved,Operations Manager
EXP-04171,TRP-2706,AST-067,2024-12-08,Fuel,Operational,Diesel fuel for Gisenyi-Gisenyi trip,32.76,Rwanda,Gisenyi,Company Card,Total Rwanda,RCT-67712,Approved,Operations Manager
EXP-04172,TRP-2706,AST-067,2024-12-08,Tolls,Operational,Highway toll charges,18.14,Rwanda,Gisenyi,Cash,Highway Authority,TOLL-6027,Approved,Finance Manager
EXP-04173,TRP-2707,AST-055,2024-09-22,Fuel,Operational,Diesel fuel for Gisenyi-Gondar trip,158.16,Rwanda,Gisenyi,Company Card,Shell Rwanda,RCT-63509,Approved,Finance Manager
EXP-04174,TRP-2707,AST-055,2024-09-22,Border Fees,Operational,Rwanda-Ethiopia border crossing fees,50.85,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-9107,Approved,Operations Manager
EXP-04175,TRP-2708,AST-088,2025-01-21,Fuel,Operational,Diesel fuel for Bahir Dar-Cyangugu trip,104.51,Ethiopia,Bahir Dar,Company Card,Kobil Ethiopia,RCT-84174,Approved,Finance Manager
EXP-04176,TRP-2708,AST-088,2025-01-21,Tolls,Operational,Highway toll charges,18.83,Ethiopia,Bahir Dar,Cash,Highway Authority,TOLL-2338,Approved,Finance Manager
EXP-04177,TRP-2709,AST-087,2025-01-07,Fuel,Operational,Diesel fuel for Dar es Salaam-Butare trip,250.53,Tanzania,Dar es Salaam,Cash,Shell Tanzania,RCT-14425,Approved,Finance Manager
EXP-04178,TRP-2709,AST-087,2025-01-07,Border Fees,Operational,Tanzania-Rwanda border crossing fees,61.57,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-4209,Approved,Operations Manager
EXP-04179,TRP-2710,AST-080,2025-01-27,Fuel,Operational,Diesel fuel for Cyangugu-Butare trip,68.34,Rwanda,Cyangugu,Company Card,Puma Energy Rwanda,RCT-91256,Approved,Finance Manager
EXP-04180,TRP-2710,AST-080,2025-01-27,Tolls,Operational,Highway toll charges,8.41,Rwanda,Cyangugu,Cash,Highway Authority,TOLL-6890,Approved,Finance Manager
EXP-04181,TRP-2711,AST-063,2024-10-20,Fuel,Operational,Diesel fuel for Arusha-Arusha trip,29.58,Tanzania,Arusha,Company Card,Kobil Tanzania,RCT-97883,Approved,Operations Manager
EXP-04182,TRP-2711,AST-063,2024-10-20,Tolls,Operational,Highway toll charges,20.79,Tanzania,Arusha,Cash,Highway Authority,TOLL-4765,Approved,Finance Manager
EXP-04183,TRP-2712,AST-058,2025-01-19,Fuel,Operational,Diesel fuel for Butare-Butare trip,20.13,Rwanda,Butare,Cash,Puma Energy Rwanda,RCT-72019,Approved,Finance Manager
EXP-04184,TRP-2712,AST-058,2025-01-19,Tolls,Operational,Highway toll charges,14.46,Rwanda,Butare,Cash,Highway Authority,TOLL-1711,Approved,Finance Manager
EXP-04185,TRP-2713,AST-101,2025-01-05,Fuel,Operational,Diesel fuel for Addis Ababa-Bahir Dar trip,120.14,Ethiopia,Addis Ababa,Company Card,Kobil Ethiopia,RCT-69383,Approved,Finance Manager
EXP-04186,TRP-2713,AST-101,2025-01-05,Tolls,Operational,Highway toll charges,11.59,Ethiopia,Addis Ababa,Cash,Highway Authority,TOLL-9694,Approved,Finance Manager
EXP-04187,TRP-2714,AST-102,2025-02-20,Fuel,Operational,Diesel fuel for Butare-Ruhengeri trip,113.49,Rwanda,Butare,Company Card,Shell Rwanda,RCT-38062,Approved,Operations Manager
EXP-04188,TRP-2714,AST-102,2025-02-20,Tolls,Operational,Highway toll charges,23.36,Rwanda,Butare,Cash,Highway Authority,TOLL-1440,Approved,Finance Manager
EXP-04189,TRP-2715,AST-063,2024-09-06,Fuel,Operational,Diesel fuel for Mwanza-Gondar trip,97.02,Tanzania,Mwanza,Company Card,Total Tanzania,RCT-99535,Approved,Operations Manager
EXP-04190,TRP-2715,AST-063,2024-09-06,Border Fees,Operational,Tanzania-Ethiopia border crossing fees,63.99,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-2933,Approved,Operations Manager
EXP-04191,TRP-2716,AST-112,2024-07-07,Fuel,Operational,Diesel fuel for Dodoma-Mwanza trip,183.29,Tanzania,Dodoma,Cash,Puma Energy Tanzania,RCT-51997,Approved,Finance Manager
EXP-04192,TRP-2717,AST-107,2024-09-18,Fuel,Operational,Diesel fuel for Nairobi-Nakuru trip,98.96,Kenya,Nairobi,Cash,Puma Energy Kenya,RCT-17658,Approved,Finance Manager
EXP-04193,TRP-2718,AST-107,2024-01-15,Fuel,Operational,Diesel fuel for Nairobi-Mombasa trip,154.83,Kenya,Nairobi,Company Card,Puma Energy Kenya,RCT-78043,Approved,Finance Manager
EXP-04194,TRP-2719,AST-037,2024-07-29,Fuel,Operational,Diesel fuel for Nairobi-Gondar trip,267.86,Kenya,Nairobi,Cash,Puma Energy Kenya,RCT-11760,Approved,Operations Manager
EXP-04195,TRP-2719,AST-037,2024-07-29,Border Fees,Operational,Kenya-Ethiopia border crossing fees,35.83,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-4942,Approved,Operations Manager
EXP-04196,TRP-2720,AST-018,2024-10-12,Fuel,Operational,Diesel fuel for Eldoret-Eldoret trip,30.46,Kenya,Eldoret,Cash,Kobil Kenya,RCT-53850,Approved,Finance Manager
EXP-04197,TRP-2720,AST-018,2024-10-12,Tolls,Operational,Highway toll charges,12.45,Kenya,Eldoret,Cash,Highway Authority,TOLL-3784,Approved,Finance Manager
EXP-04198,TRP-2721,AST-107,2024-02-12,Fuel,Operational,Diesel fuel for Nakuru-Nairobi trip,111.23,Kenya,Nakuru,Company Card,Kobil Kenya,RCT-34582,Approved,Operations Manager
EXP-04199,TRP-2722,AST-088,2024-06-23,Fuel,Operational,Diesel fuel for Bahir Dar-Entebbe trip,310.62,Ethiopia,Bahir Dar,Company Card,Kobil Ethiopia,RCT-84990,Approved,Operations Manager
EXP-04200,TRP-2722,AST-088,2024-06-23,Border Fees,Operational,Ethiopia-Uganda border crossing fees,77.34,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-2527,Approved,Operations Manager
EXP-04201,TRP-2723,AST-037,2024-08-07,Fuel,Operational,Diesel fuel for Kisumu-Eldoret trip,64.85,Kenya,Kisumu,Company Card,Kobil Kenya,RCT-38320,Approved,Operations Manager
EXP-04202,TRP-2724,AST-001,2024-09-29,Fuel,Operational,Diesel fuel for Mbarara-Entebbe trip,101.59,Uganda,Mbarara,Company Card,Shell Uganda,RCT-87577,Approved,Operations Manager
EXP-04203,TRP-2725,AST-041,2024-03-06,Fuel,Operational,Diesel fuel for Nakuru-Dar es Salaam trip,329.44,Kenya,Nakuru,Cash,Puma Energy Kenya,RCT-59262,Approved,Finance Manager
EXP-04204,TRP-2726,AST-110,2024-12-18,Fuel,Operational,Diesel fuel for Entebbe-Mbarara trip,146.05,Uganda,Entebbe,Company Card,Kobil Uganda,RCT-31914,Approved,Operations Manager
EXP-04205,TRP-2727,AST-067,2024-05-17,Fuel,Operational,Diesel fuel for Ruhengeri-Kigali trip,152.35,Rwanda,Ruhengeri,Company Card,Shell Rwanda,RCT-55794,Approved,Finance Manager
EXP-04206,TRP-2728,AST-070,2025-01-31,Fuel,Operational,Diesel fuel for Nairobi-Kisumu trip,146.65,Kenya,Nairobi,Company Card,Kobil Kenya,RCT-77611,Approved,Operations Manager
EXP-04207,TRP-2729,AST-055,2024-04-18,Fuel,Operational,Diesel fuel for Gisenyi-Mwanza trip,236.44,Rwanda,Gisenyi,Company Card,Kobil Rwanda,RCT-32950,Approved,Operations Manager
EXP-04208,TRP-2729,AST-055,2024-04-18,Border Fees,Operational,Rwanda-Tanzania border crossing fees,69.37,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-4299,Approved,Operations Manager
EXP-04209,TRP-2730,AST-040,2024-03-12,Fuel,Operational,Diesel fuel for Eldoret-Eldoret trip,18.81,Kenya,Eldoret,Company Card,Kobil Kenya,RCT-89820,Approved,Finance Manager
EXP-04210,TRP-2731,AST-082,2024-10-21,Fuel,Operational,Diesel fuel for Kisumu-Kisumu trip,19.38,Kenya,Kisumu,Company Card,Shell Kenya,RCT-20090,Approved,Operations Manager
EXP-04211,TRP-2732,AST-014,2024-08-05,Fuel,Operational,Diesel fuel for Mekele-Gondar trip,141.39,Ethiopia,Mekele,Company Card,Shell Ethiopia,RCT-93450,Approved,Operations Manager
EXP-04212,TRP-2733,AST-097,2025-02-01,Fuel,Operational,Diesel fuel for Eldoret-Jinja trip,137.59,Kenya,Eldoret,Company Card,Total Kenya,RCT-21112,Approved,Finance Manager
EXP-04213,TRP-2733,AST-097,2025-02-01,Border Fees,Operational,Kenya-Uganda border crossing fees,43.69,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-6616,Approved,Operations Manager
EXP-04214,TRP-2734,AST-041,2024-08-29,Fuel,Operational,Diesel fuel for Eldoret-Kisumu trip,153.3,Kenya,Eldoret,Company Card,Puma Energy Kenya,RCT-65880,Approved,Operations Manager
EXP-04215,TRP-2735,AST-113,2024-07-24,Fuel,Operational,Diesel fuel for Kigali-Kisumu trip,232.03,Rwanda,Kigali,Company Card,Puma Energy Rwanda,RCT-38284,Approved,Finance Manager
EXP-04216,TRP-2735,AST-113,2024-07-24,Tolls,Operational,Highway toll charges,18.89,Rwanda,Kigali,Cash,Highway Authority,TOLL-7472,Approved,Finance Manager
EXP-04217,TRP-2735,AST-113,2024-07-24,Border Fees,Operational,Rwanda-Kenya border crossing fees,44.36,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-7608,Approved,Operations Manager
EXP-04218,TRP-2736,AST-066,2024-02-02,Fuel,Operational,Diesel fuel for Mwanza-Dar es Salaam trip,188.27,Tanzania,Mwanza,Cash,Kobil Tanzania,RCT-21999,Approved,Operations Manager
EXP-04219,TRP-2736,AST-066,2024-02-02,Tolls,Operational,Highway toll charges,18.88,Tanzania,Mwanza,Cash,Highway Authority,TOLL-7998,Approved,Finance Manager
EXP-04220,TRP-2737,AST-065,2024-03-15,Fuel,Operational,Diesel fuel for Jinja-Mbeya trip,284.92,Uganda,Jinja,Company Card,Kobil Uganda,RCT-54181,Approved,Operations Manager
EXP-04221,TRP-2737,AST-065,2024-03-15,Border Fees,Operational,Uganda-Tanzania border crossing fees,56.7,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-2986,Approved,Operations Manager
EXP-04222,TRP-2738,AST-042,2024-03-16,Fuel,Operational,Diesel fuel for Mwanza-Nairobi trip,246.14,Tanzania,Mwanza,Company Card,Total Tanzania,RCT-89499,Approved,Finance Manager
EXP-04223,TRP-2739,AST-115,2024-05-24,Fuel,Operational,Diesel fuel for Mbeya-Jinja trip,211.59,Tanzania,Mbeya,Company Card,Kobil Tanzania,RCT-20435,Approved,Operations Manager
EXP-04224,TRP-2739,AST-115,2024-05-24,Border Fees,Operational,Tanzania-Uganda border crossing fees,59.64,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-2340,Approved,Operations Manager
EXP-04225,TRP-2740,AST-038,2024-12-26,Fuel,Operational,Diesel fuel for Nairobi-Addis Ababa trip,288.16,Kenya,Nairobi,Cash,Shell Kenya,RCT-93686,Approved,Finance Manager
EXP-04226,TRP-2740,AST-038,2024-12-26,Border Fees,Operational,Kenya-Ethiopia border crossing fees,49.86,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-4043,Approved,Operations Manager
EXP-04227,TRP-2741,AST-060,2024-09-01,Fuel,Operational,Diesel fuel for Butare-Mbarara trip,309.57,Rwanda,Butare,Company Card,Puma Energy Rwanda,RCT-36411,Approved,Operations Manager
EXP-04228,TRP-2741,AST-060,2024-09-01,Border Fees,Operational,Rwanda-Uganda border crossing fees,75.22,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-8950,Approved,Operations Manager
EXP-04229,TRP-2742,AST-019,2024-01-06,Fuel,Operational,Diesel fuel for Kisumu-Gisenyi trip,262.12,Kenya,Kisumu,Company Card,Puma Energy Kenya,RCT-70973,Approved,Operations Manager
EXP-04230,TRP-2742,AST-019,2024-01-06,Tolls,Operational,Highway toll charges,14.57,Kenya,Kisumu,Cash,Highway Authority,TOLL-6228,Approved,Finance Manager
EXP-04231,TRP-2742,AST-019,2024-01-06,Border Fees,Operational,Kenya-Rwanda border crossing fees,36.31,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-7373,Approved,Operations Manager
EXP-04232,TRP-2743,AST-112,2024-06-08,Fuel,Operational,Diesel fuel for Dodoma-Mombasa trip,203.4,Tanzania,Dodoma,Cash,Puma Energy Tanzania,RCT-55756,Approved,Finance Manager
EXP-04233,TRP-2743,AST-112,2024-06-08,Border Fees,Operational,Tanzania-Kenya border crossing fees,73.45,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-6159,Approved,Operations Manager
EXP-04234,TRP-2744,AST-003,2024-06-08,Fuel,Operational,Diesel fuel for Nakuru-Butare trip,131.02,Kenya,Nakuru,Company Card,Total Kenya,RCT-23439,Approved,Operations Manager
EXP-04235,TRP-2745,AST-018,2024-07-13,Fuel,Operational,Diesel fuel for Nakuru-Kisumu trip,107.96,Kenya,Nakuru,Cash,Shell Kenya,RCT-19757,Approved,Operations Manager
EXP-04236,TRP-2746,AST-080,2024-01-07,Fuel,Operational,Diesel fuel for Butare-Dire Dawa trip,237.78,Rwanda,Butare,Cash,Shell Rwanda,RCT-31704,Approved,Finance Manager
EXP-04237,TRP-2746,AST-080,2024-01-07,Border Fees,Operational,Rwanda-Ethiopia border crossing fees,64.94,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-5482,Approved,Operations Manager
EXP-04238,TRP-2747,AST-094,2024-10-11,Fuel,Operational,Diesel fuel for Arusha-Mbeya trip,63.33,Tanzania,Arusha,Company Card,Shell Tanzania,RCT-65242,Approved,Operations Manager
EXP-04239,TRP-2747,AST-094,2024-10-11,Tolls,Operational,Highway toll charges,21.43,Tanzania,Arusha,Cash,Highway Authority,TOLL-1353,Approved,Finance Manager
EXP-04240,TRP-2748,AST-075,2024-10-28,Fuel,Operational,Diesel fuel for Eldoret-Nakuru trip,174.41,Kenya,Eldoret,Cash,Total Kenya,RCT-44141,Approved,Finance Manager
EXP-04241,TRP-2749,AST-114,2024-02-19,Fuel,Operational,Diesel fuel for Mbarara-Entebbe trip,109.07,Uganda,Mbarara,Company Card,Shell Uganda,RCT-78582,Approved,Operations Manager
EXP-04242,TRP-2750,AST-027,2025-01-09,Fuel,Operational,Diesel fuel for Mombasa-Nakuru trip,173.21,Kenya,Mombasa,Cash,Kobil Kenya,RCT-75878,Approved,Finance Manager
EXP-04243,TRP-2751,AST-115,2024-12-23,Fuel,Operational,Diesel fuel for Mwanza-Mombasa trip,127.82,Tanzania,Mwanza,Company Card,Shell Tanzania,RCT-99767,Approved,Operations Manager
EXP-04244,TRP-2751,AST-115,2024-12-23,Border Fees,Operational,Tanzania-Kenya border crossing fees,62.21,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-9157,Approved,Operations Manager
EXP-04245,TRP-2752,AST-029,2024-08-14,Fuel,Operational,Diesel fuel for Mombasa-Eldoret trip,96.98,Kenya,Mombasa,Company Card,Total Kenya,RCT-42319,Approved,Finance Manager
EXP-04246,TRP-2753,AST-119,2024-04-04,Fuel,Operational,Diesel fuel for Gondar-Bahir Dar trip,64.05,Ethiopia,Gondar,Cash,Total Ethiopia,RCT-55461,Approved,Finance Manager
EXP-04247,TRP-2754,AST-098,2024-02-18,Fuel,Operational,Diesel fuel for Nakuru-Gisenyi trip,131.38,Kenya,Nakuru,Cash,Total Kenya,RCT-88686,Approved,Operations Manager
EXP-04248,TRP-2755,AST-013,2024-06-14,Fuel,Operational,Diesel fuel for Jinja-Entebbe trip,182.31,Uganda,Jinja,Cash,Puma Energy Uganda,RCT-55971,Approved,Operations Manager
EXP-04249,TRP-2756,AST-115,2024-08-12,Fuel,Operational,Diesel fuel for Arusha-Mwanza trip,163.09,Tanzania,Arusha,Cash,Puma Energy Tanzania,RCT-79366,Approved,Finance Manager
EXP-04250,TRP-2757,AST-077,2024-02-02,Fuel,Operational,Diesel fuel for Mbeya-Arusha trip,139.83,Tanzania,Mbeya,Cash,Kobil Tanzania,RCT-12471,Approved,Finance Manager
EXP-04251,TRP-2757,AST-077,2024-02-02,Tolls,Operational,Highway toll charges,23.03,Tanzania,Mbeya,Cash,Highway Authority,TOLL-7692,Approved,Finance Manager
EXP-04252,TRP-2758,AST-053,2024-04-27,Fuel,Operational,Diesel fuel for Mekele-Addis Ababa trip,154.17,Ethiopia,Mekele,Cash,Kobil Ethiopia,RCT-46450,Approved,Operations Manager
EXP-04253,TRP-2758,AST-053,2024-04-27,Tolls,Operational,Highway toll charges,10.38,Ethiopia,Mekele,Cash,Highway Authority,TOLL-4576,Approved,Finance Manager
EXP-04254,TRP-2759,AST-003,2024-10-09,Fuel,Operational,Diesel fuel for Kisumu-Nakuru trip,136.35,Kenya,Kisumu,Company Card,Puma Energy Kenya,RCT-42428,Approved,Finance Manager
EXP-04255,TRP-2760,AST-058,2024-05-25,Fuel,Operational,Diesel fuel for Kigali-Ruhengeri trip,83.67,Rwanda,Kigali,Company Card,Total Rwanda,RCT-11321,Approved,Finance Manager
EXP-04256,TRP-2761,AST-058,2024-10-14,Fuel,Operational,Diesel fuel for Ruhengeri-Kigali trip,112.12,Rwanda,Ruhengeri,Company Card,Kobil Rwanda,RCT-45829,Approved,Operations Manager
EXP-04257,TRP-2762,AST-097,2024-03-27,Fuel,Operational,Diesel fuel for Nakuru-Kigali trip,230.13,Kenya,Nakuru,Company Card,Kobil Kenya,RCT-30969,Approved,Finance Manager
EXP-04258,TRP-2762,AST-097,2024-03-27,Border Fees,Operational,Kenya-Rwanda border crossing fees,48.06,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-5484,Approved,Operations Manager
EXP-04259,TRP-2763,AST-104,2024-11-12,Fuel,Operational,Diesel fuel for Dodoma-Addis Ababa trip,299.71,Tanzania,Dodoma,Company Card,Kobil Tanzania,RCT-61922,Approved,Finance Manager
EXP-04260,TRP-2763,AST-104,2024-11-12,Border Fees,Operational,Tanzania-Ethiopia border crossing fees,45.94,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-6343,Approved,Operations Manager
EXP-04261,TRP-2764,AST-106,2024-08-29,Fuel,Operational,Diesel fuel for Gulu-Mbarara trip,64.71,Uganda,Gulu,Company Card,Shell Uganda,RCT-98329,Approved,Operations Manager
EXP-04262,TRP-2764,AST-106,2024-08-29,Tolls,Operational,Highway toll charges,5.83,Uganda,Gulu,Cash,Highway Authority,TOLL-8722,Approved,Finance Manager
EXP-04263,TRP-2765,AST-077,2024-06-18,Fuel,Operational,Diesel fuel for Arusha-Dodoma trip,163.58,Tanzania,Arusha,Company Card,Kobil Tanzania,RCT-23289,Approved,Finance Manager
EXP-04264,TRP-2765,AST-077,2024-06-18,Tolls,Operational,Highway toll charges,8.65,Tanzania,Arusha,Cash,Highway Authority,TOLL-3710,Approved,Finance Manager
EXP-04265,TRP-2766,AST-012,2024-08-21,Fuel,Operational,Diesel fuel for Mbeya-Dodoma trip,119.82,Tanzania,Mbeya,Cash,Puma Energy Tanzania,RCT-40978,Approved,Operations Manager
EXP-04266,TRP-2767,AST-067,2024-01-17,Fuel,Operational,Diesel fuel for Gisenyi-Dar es Salaam trip,273.84,Rwanda,Gisenyi,Cash,Puma Energy Rwanda,RCT-89699,Approved,Operations Manager
EXP-04267,TRP-2767,AST-067,2024-01-17,Tolls,Operational,Highway toll charges,6.67,Rwanda,Gisenyi,Cash,Highway Authority,TOLL-4041,Approved,Finance Manager
EXP-04268,TRP-2767,AST-067,2024-01-17,Border Fees,Operational,Rwanda-Tanzania border crossing fees,62.23,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-1954,Approved,Operations Manager
EXP-04269,TRP-2768,AST-008,2025-01-21,Fuel,Operational,Diesel fuel for Gulu-Jinja trip,113.67,Uganda,Gulu,Cash,Total Uganda,RCT-95893,Approved,Finance Manager
EXP-04270,TRP-2769,AST-081,2024-01-18,Fuel,Operational,Diesel fuel for Kampala-Dodoma trip,242.59,Uganda,Kampala,Company Card,Puma Energy Uganda,RCT-29403,Approved,Operations Manager
EXP-04271,TRP-2769,AST-081,2024-01-18,Border Fees,Operational,Uganda-Tanzania border crossing fees,60.29,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-3058,Approved,Operations Manager
EXP-04272,TRP-2770,AST-112,2024-01-09,Fuel,Operational,Diesel fuel for Mbeya-Dodoma trip,70.81,Tanzania,Mbeya,Cash,Total Tanzania,RCT-61322,Approved,Operations Manager
EXP-04273,TRP-2771,AST-090,2024-04-26,Fuel,Operational,Diesel fuel for Kigali-Eldoret trip,290.91,Rwanda,Kigali,Cash,Shell Rwanda,RCT-86089,Approved,Finance Manager
EXP-04274,TRP-2771,AST-090,2024-04-26,Tolls,Operational,Highway toll charges,7.44,Rwanda,Kigali,Cash,Highway Authority,TOLL-7034,Approved,Finance Manager
EXP-04275,TRP-2771,AST-090,2024-04-26,Border Fees,Operational,Rwanda-Kenya border crossing fees,53.06,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-6855,Approved,Operations Manager
EXP-04276,TRP-2772,AST-072,2024-11-28,Fuel,Operational,Diesel fuel for Kisumu-Nairobi trip,87.71,Kenya,Kisumu,Cash,Kobil Kenya,RCT-72033,Approved,Finance Manager
EXP-04277,TRP-2772,AST-072,2024-11-28,Tolls,Operational,Highway toll charges,6.67,Kenya,Kisumu,Cash,Highway Authority,TOLL-3579,Approved,Finance Manager
EXP-04278,TRP-2773,AST-011,2024-05-20,Fuel,Operational,Diesel fuel for Eldoret-Kisumu trip,71.92,Kenya,Eldoret,Company Card,Shell Kenya,RCT-24072,Approved,Finance Manager
EXP-04279,TRP-2774,AST-042,2024-09-16,Fuel,Operational,Diesel fuel for Mbeya-Dar es Salaam trip,109.83,Tanzania,Mbeya,Company Card,Puma Energy Tanzania,RCT-16363,Approved,Finance Manager
